N,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,porpag,adjoe,pfr,pid,ast.tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,extra,ET,VaCatEf
2739,Antwan Carter,Longwood,ind,27,43.1,106.6,22.5,55.7,57.83,12.3,19.2,4.6,17,46,71,0.648,88,150,0.587,3,16,0.188,2.8,2,42.8,1.2653,105.44,7.7,5883,0.29413167,101.132,107.351,1.11584,97.2369,-4.30212,-1.44552,-2.8566,-3.66302,17.2222,-1.24267,-2.42035,2.1481,2.8519,5,0.3704,0.6667,0.5185,8.5556,1.89171,0.289305555555556,MEDIO
2740,Andy Genao,Eastern Washington,BSky,28,60.5,97,20.1,49.5,51.71,8.4,20.8,13.3,22.1,26,36,0.722,78,162,0.481,9,23,0.391,1,1.6,19.5,0.966197,95.7665,3.1,5885,0.81634283,103.721,103.086,1.94768,120.034,-0.808712,-1.40739,0.598678,-0.0805052,24.3214,0.311692,-0.392198,1.75,3.8214,5.5714,1.4286,0.6429,0.2143,7.4643,2.09053,0.356146001073537,MEDIO
2741,Ricky McPhee,Georgia,SEC,25,21.9,103.8,16.6,51.3,52.51,5,9.6,11,18.3,9,14,0.643,5,14,0.357,24,66,0.364,0.4,2.6,17.5,0.690702,102.09,2.3,5892,1,100.149,96.4714,1.1547,51.1864,2.09283,1.71147,0.381364,3.17208,11.28,1.89915,1.27293,0.52,1,1.52,0.6,0.52,0.04,3.64,13.2915,0.300865800865801,MEDIO
2742,Kyle Weems,Missouri St.,MVC,31,68.1,101.7,21.6,44.7,48.01,5,17.7,12.4,11.4,45,55,0.818,74,157,0.471,41,146,0.281,3.3,2.3,18.2,1.9802,105.222,4,5893,1.21211841,97.6094,95.9915,2.86087,164.939,3.67047,1.56793,2.10254,3.71933,27.4516,2.19389,1.52544,1.1613,3.7419,4.9032,1.2903,0.9677,0.7742,10.1935,10.9131,0.297523485443388,MEDIO
2743,Darrion Pellum,Hampton,MEAC,16,21.7,74.9,25.7,34.4,37.6,10.1,10.7,6,22.7,16,26,0.615,23,60,0.383,9,46,0.196,0.4,3.4,24.5,-0.386519,77.6366,3.1,5896,0.23076923,89.7101,95.1022,1.81678,52.52,-5.6607,-5.63404,-0.0266613,-4.39454,17.0625,-4.42159,0.0270499,1.5625,1.5625,3.125,0.375,0.9375,0.0625,5.5625,10.3163,0.2256038647343,BAJO
2744,Dwight Fusilier,Nicholls St.,Slnd,1,0.2,30.1,20,0,0,70.7,0,0,50.2,0,0,0,0,1,0,0,0,0,0,0,0,-0.39343,27.5768,0,5901,0,108.941,118.846,0.0515041,0.179631,-16.8517,-5.64705,-11.2047,-48.4245,2,-22.4983,-25.9262,1,0,1,0,0,0,0,0,0,BAJO
2745,Brian Seals,Fresno St.,WAC,28,19.3,103.1,15.1,57.4,59.01,13,17.2,3.3,24.6,11,17,0.647,27,47,0.574,0,0,0,7.7,0.7,36.2,0.349823,95.4033,5.7,5902,0.25008752,101.112,99.4472,0.842477,49.6637,-1.57827,-3.05188,1.47361,-1.88249,9.2143,-2.68577,0.803284,1,1.3929,2.3929,0.1429,0.1071,0.7143,2.3214,0,0,BAJO
2746,Paul George,Fresno St.,WAC,33,85.2,107.2,21.3,55.7,58.34,6.3,14.1,12.2,18.7,89,128,0.695,99,204,0.485,61,138,0.442,2.9,3,37.4,2.89835,108.769,3.2,5903,0.80264873,100.223,98.7787,3.2516,227.655,3.86542,2.05214,1.81328,3.68886,34.6061,2.55746,1.1314,1.8182,4.303,6.1212,1.8485,1.7273,1,14.2424,7.23401,0.382779198635976,MEDIO
2747,Brandon Sperling,Fresno St.,WAC,33,36.9,87,11.9,34.8,44.02,1,12.9,13.6,24.4,28,38,0.737,20,46,0.435,2,20,0.1,1.6,2.3,57.6,-0.414012,76.1923,3.6,5904,1.4999312,102.863,101.381,1.27597,88.6057,-3.34455,-3.89993,0.555374,-3.39405,15,-4.75716,1.36311,0.1212,1.697,1.8182,1.0909,0.5758,0.2424,2.2424,2.42071,0.194927536231884,BAJO
2748,Anthony Tucker,Iowa,B10,14,22.7,113.1,24,60.7,61.6,4,15.2,8.1,12.8,9,12,0.75,11,23,0.478,38,89,0.427,0,1.7,10.7,2.60739,119.927,1.8,5905,0.61533489,102.825,99.2303,1.97686,44.9298,4.26038,5.54789,-1.28752,7.28625,21.0714,7.81616,-0.529913,0.5714,2.4286,3,0.5714,0.5,0,10.3571,21.0917,0.372903435922488,MEDIO
2749,Matt Gatens,Iowa,B10,32,83.6,113,19.5,52.3,58,4.2,10.9,16.3,16.8,75,83,0.904,57,129,0.442,52,129,0.403,1.2,1.7,32.2,3.70941,116.229,3,5906,1.39214465,103.872,98.6548,3.20462,158.203,5.45315,3.89971,1.55344,4.52571,33.9688,3.30096,1.22475,0.9688,2.8125,3.7812,2.2188,0.8125,0.3125,10.7812,8.30101,0.348837209302326,MEDIO
2750,Andrew Brommer,Iowa,B10,20,13.8,73.1,12.4,52.9,41.89,4.9,12.6,2.5,22,5,22,0.227,9,17,0.529,0,0,0,6.5,0.8,129.4,-0.56915,65.8261,6.5,5907,0.28571429,101.976,98.5598,0.855141,28.2458,-1.35652,-4.59872,3.2422,-4.09636,8.95,-6.10246,2.0061,0.3,0.85,1.15,0.1,0.1,0.45,1.15,0,0,BAJO
2751,Sean Kowal,Northern Illinois,MAC,28,61.5,105.4,18.2,55.1,54.51,7.8,15.6,6.8,14.4,45,91,0.495,109,198,0.551,0,0,0,3.2,0.8,46,1.4583,100.779,3.7,5922,0.63634823,103.8,107.44,1.66273,122.243,-2.00553,-0.972124,-1.03341,-2.26923,25.6786,-0.584546,-1.68469,1.8571,3.3571,5.2143,0.75,0.3571,0.75,9.3929,0,0,BAJO
2752,Matt Pinegar,BYU,MWC,8,3.1,21.9,15.5,16.7,16.67,0,5.5,3.8,56.5,0,0,0,1,1,1,0,5,0,0,1.5,0,-1.1217,19.6156,1,5925,0.16666667,100.459,102.574,0.411069,5.85598,-10.3571,-10.5597,0.202651,-14.3934,5,-11.4633,-2.93008,0,0.25,0.25,0.125,0.125,0,0.25,7.32649,0.333333333333333,MEDIO
2753,Steven Gambles,Indiana,B10,6,1.2,72.2,18.2,33.3,30.61,9.1,9.4,0,0,1,4,0.25,1,3,0.333,0,0,0,0,0,133.3,-0.0662916,76.0794,0,5927,0,113.729,104.125,0.179278,1.64883,-12.739,-5.61282,-7.12617,-7.66058,2.3333,-1.88006,-5.78051,0.1667,0.1667,0.3333,0,0,0,0.5,0,0,BAJO
2754,Bassirou Dieng,Georgia Tech,ACC,9,4.4,77.8,12.3,90,74.58,5.9,17.3,3.2,48.3,2,5,0.4,3,4,0.75,1,1,1,5.6,1,100,-0.289997,70.5914,7.3,5932,0.16664167,95.4018,97.2247,0.615858,11.5877,-0.34564,-4.43372,4.08808,-0.638403,6.1111,-5.01953,4.38113,0.3333,1,1.3333,0.1111,0.1111,0.3333,1.2222,0.98196,0.75,BUENO
2755,Chris Kaba,Northern Colorado,BSky,26,21.8,98.9,24.9,58.8,62.71,10.2,16.4,6.1,29.5,26,33,0.788,20,43,0.465,18,37,0.486,1.8,1.4,41.3,0.638656,102.498,5.1,5939,0.21210211,105.602,106.225,0.702072,45.5421,-2.94416,-0.849366,-2.0948,-1.33662,10.1923,0.388775,-1.7254,0.8077,1.3077,2.1154,0.2692,0.2308,0.1538,4.6154,8.2434,0.398282002933166,MEDIO
